KB,AQI0,AQI1,AQI2,AQI3,Label0,Label1,Label2,Label3,Change1,Change2,Change3
2013-08-21T18,46,NaN,46,NaN,0,NaN,0,NaN,NaN,0-0,NaN
2013-08-21T19,47,50,45,38,0,0,0,0,0-0,0-0,0-0
2013-08-21T20,48,48,44,40,0,0,0,0,0-0,0-0,0-0
2013-08-21T21,49,49,43,40,0,0,0,0,0-0,0-0,0-0
2013-08-21T22,49,50,NaN,40,0,0,NaN,0,0-0,NaN,0-0
2013-08-21T23,50,49,41,40,0,0,0,0,0-0,0-0,0-0
2013-08-22T00,NaN,46,NaN,39,NaN,0,NaN,0,NaN,NaN,NaN
2013-08-22T01,50,45,38,39,0,0,0,0,0-0,0-0,0-0
2013-08-22T02,48,44,40,38,0,0,0,0,0-0,0-0,0-0
2013-08-22T03,49,43,40,37,0,0,0,0,0-0,0-0,0-0
2013-08-22T04,50,NaN,40,37,0,NaN,0,0,NaN,0-0,0-0
2013-08-22T05,49,41,40,37,0,0,0,0,0-0,0-0,0-0
2013-08-22T06,46,NaN,39,36,0,NaN,0,0,NaN,0-0,0-0
2013-08-22T07,45,38,39,37,0,0,0,0,0-0,0-0,0-0
2013-08-22T08,44,40,38,37,0,0,0,0,0-0,0-0,0-0
2013-08-22T09,43,40,37,37,0,0,0,0,0-0,0-0,0-0
2013-08-22T10,NaN,40,37,38,NaN,0,0,0,NaN,NaN,NaN
2013-08-22T11,41,40,37,39,0,0,0,0,0-0,0-0,0-0
2013-08-22T12,NaN,39,36,40,NaN,0,0,0,NaN,NaN,NaN
2013-08-22T13,38,39,37,41,0,0,0,0,0-0,0-0,0-0
2013-08-22T14,40,38,37,42,0,0,0,0,0-0,0-0,0-0
2013-08-22T15,40,37,37,42,0,0,0,0,0-0,0-0,0-0
2013-08-22T16,40,37,38,42,0,0,0,0,0-0,0-0,0-0
2013-08-22T17,40,37,39,42,0,0,0,0,0-0,0-0,0-0
2013-08-22T18,39,36,40,NaN,0,0,0,NaN,0-0,0-0,NaN
2013-08-22T19,39,37,41,41,0,0,0,0,0-0,0-0,0-0
2013-08-22T20,38,37,42,NaN,0,0,0,NaN,0-0,0-0,NaN
2013-08-22T21,37,37,42,NaN,0,0,0,NaN,0-0,0-0,NaN
2013-08-22T22,37,38,42,40,0,0,0,0,0-0,0-0,0-0
2013-08-22T23,37,39,42,41,0,0,0,0,0-0,0-0,0-0
2013-08-23T00,36,40,NaN,41,0,0,NaN,0,0-0,NaN,0-0
2013-08-23T01,37,41,41,43,0,0,0,0,0-0,0-0,0-0
2013-08-23T02,37,42,NaN,44,0,0,NaN,0,0-0,NaN,0-0
2013-08-23T03,37,42,NaN,45,0,0,NaN,0,0-0,NaN,0-0
2013-08-23T04,38,42,40,46,0,0,0,0,0-0,0-0,0-0
2013-08-23T05,39,42,41,46,0,0,0,0,0-0,0-0,0-0
2013-08-23T06,40,NaN,41,46,0,NaN,0,0,NaN,0-0,0-0
2013-08-23T07,41,41,43,46,0,0,0,0,0-0,0-0,0-0
2013-08-23T08,42,NaN,44,46,0,NaN,0,0,NaN,0-0,0-0
2013-08-23T09,42,NaN,45,46,0,NaN,0,0,NaN,0-0,0-0
2013-08-23T10,42,40,46,45,0,0,0,0,0-0,0-0,0-0
2013-08-23T11,42,41,46,44,0,0,0,0,0-0,0-0,0-0
2013-08-23T12,NaN,41,46,43,NaN,0,0,0,NaN,NaN,NaN
2013-08-23T13,41,43,46,42,0,0,0,0,0-0,0-0,0-0
2013-08-23T14,NaN,44,46,43,NaN,0,0,0,NaN,NaN,NaN
2013-08-23T15,NaN,45,46,42,NaN,0,0,0,NaN,NaN,NaN
2013-08-23T16,40,46,45,42,0,0,0,0,0-0,0-0,0-0
2013-08-23T17,41,46,44,41,0,0,0,0,0-0,0-0,0-0
2013-08-23T18,41,46,43,41,0,0,0,0,0-0,0-0,0-0
2013-08-23T19,43,46,42,40,0,0,0,0,0-0,0-0,0-0
2013-08-23T20,44,46,43,40,0,0,0,0,0-0,0-0,0-0
2013-08-23T21,45,46,42,40,0,0,0,0,0-0,0-0,0-0
2013-08-23T22,46,45,42,40,0,0,0,0,0-0,0-0,0-0
2013-08-23T23,46,44,41,40,0,0,0,0,0-0,0-0,0-0
2013-08-24T00,46,43,41,40,0,0,0,0,0-0,0-0,0-0
2013-08-24T01,46,42,40,40,0,0,0,0,0-0,0-0,0-0
2013-08-24T02,46,43,40,42,0,0,0,0,0-0,0-0,0-0
2013-08-24T03,46,42,40,42,0,0,0,0,0-0,0-0,0-0
2013-08-24T04,45,42,40,NaN,0,0,0,NaN,0-0,0-0,NaN
2013-08-24T05,44,41,40,44,0,0,0,0,0-0,0-0,0-0
2013-08-24T06,43,41,40,48,0,0,0,0,0-0,0-0,0-0
2013-08-24T07,42,40,40,51,0,0,0,1,0-0,0-0,0-1
2013-08-24T08,43,40,42,52,0,0,0,1,0-0,0-0,0-1
2013-08-24T09,42,40,42,53,0,0,0,1,0-0,0-0,0-1
2013-08-24T10,42,40,NaN,54,0,0,NaN,1,0-0,NaN,0-1
2013-08-24T11,41,40,44,56,0,0,0,1,0-0,0-0,0-1
2013-08-24T12,41,40,48,58,0,0,0,1,0-0,0-0,0-1
2013-08-24T13,40,40,51,59,0,0,1,1,0-0,0-1,0-1
2013-08-24T14,40,42,52,59,0,0,1,1,0-0,0-1,0-1
2013-08-24T15,40,42,53,60,0,0,1,1,0-0,0-1,0-1
2013-08-24T16,40,NaN,54,61,0,NaN,1,1,NaN,0-1,0-1
2013-08-24T17,40,44,56,62,0,0,1,1,0-0,0-1,0-1
2013-08-24T18,40,48,58,61,0,0,1,1,0-0,0-1,0-1
2013-08-24T19,40,51,59,63,0,1,1,1,0-1,0-1,0-1
2013-08-24T20,42,52,59,64,0,1,1,1,0-1,0-1,0-1
2013-08-24T21,42,53,60,65,0,1,1,1,0-1,0-1,0-1
2013-08-24T22,NaN,54,61,65,NaN,1,1,1,NaN,NaN,NaN
2013-08-24T23,44,56,62,66,0,1,1,1,0-1,0-1,0-1
2013-08-25T00,48,58,61,66,0,1,1,1,0-1,0-1,0-1
2013-08-25T01,51,59,63,66,1,1,1,1,1-1,1-1,1-1
2013-08-25T02,52,59,64,NaN,1,1,1,NaN,1-1,1-1,NaN
2013-08-25T03,53,60,65,65,1,1,1,1,1-1,1-1,1-1
2013-08-25T04,54,61,65,65,1,1,1,1,1-1,1-1,1-1
2013-08-25T05,56,62,66,62,1,1,1,1,1-1,1-1,1-1
2013-08-25T06,58,61,66,61,1,1,1,1,1-1,1-1,1-1
2013-08-25T07,59,63,66,61,1,1,1,1,1-1,1-1,1-1
2013-08-25T08,59,64,NaN,61,1,1,NaN,1,1-1,NaN,1-1
2013-08-25T09,60,65,65,NaN,1,1,1,NaN,1-1,1-1,NaN
2013-08-25T10,61,65,65,NaN,1,1,1,NaN,1-1,1-1,NaN
2013-08-25T11,62,66,62,59,1,1,1,1,1-1,1-1,1-1
2013-08-25T12,61,66,61,56,1,1,1,1,1-1,1-1,1-1
2013-08-25T13,63,66,61,55,1,1,1,1,1-1,1-1,1-1
2013-08-25T14,64,NaN,61,54,1,NaN,1,1,NaN,1-1,1-1
2013-08-25T15,65,65,NaN,53,1,1,NaN,1,1-1,NaN,1-1
2013-08-25T16,65,65,NaN,52,1,1,NaN,1,1-1,NaN,1-1
2013-08-25T17,66,62,59,52,1,1,1,1,1-1,1-1,1-1
2013-08-25T18,66,61,56,NaN,1,1,1,NaN,1-1,1-1,NaN
2013-08-25T19,66,61,55,NaN,1,1,1,NaN,1-1,1-1,NaN
2013-08-25T20,NaN,61,54,NaN,NaN,1,1,NaN,NaN,NaN,NaN
2013-08-25T21,65,NaN,53,NaN,1,NaN,1,NaN,NaN,1-1,NaN
2013-08-25T22,65,NaN,52,NaN,1,NaN,1,NaN,NaN,1-1,NaN
2013-08-25T23,62,59,52,NaN,1,1,1,NaN,1-1,1-1,NaN
2013-08-26T00,61,56,NaN,47,1,1,NaN,0,1-1,NaN,1-0
2013-08-26T01,61,55,NaN,45,1,1,NaN,0,1-1,NaN,1-0
2013-08-26T02,61,54,NaN,45,1,1,NaN,0,1-1,NaN,1-0
2013-08-26T03,NaN,53,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN
2013-08-26T04,NaN,52,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN
2013-08-26T05,59,52,NaN,NaN,1,1,NaN,NaN,1-1,NaN,NaN
2013-08-26T06,56,NaN,47,NaN,1,NaN,0,NaN,NaN,1-0,NaN
2013-08-26T07,55,NaN,45,NaN,1,NaN,0,NaN,NaN,1-0,NaN
2013-08-26T08,54,NaN,45,NaN,1,NaN,0,NaN,NaN,1-0,NaN
2013-08-26T09,53,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN
2013-08-26T10,52,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN
2013-08-26T11,52,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN
2013-08-26T12,NaN,47,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
2013-08-26T13,NaN,45,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
2013-08-26T14,NaN,45,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
2013-08-26T15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-08-26T16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-08-26T17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-08-26T18,47,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
2013-08-26T19,45,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
2013-08-26T20,45,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
2013-08-26T21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-08-26T22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-08-26T23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-08-27T00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-08-27T01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-08-27T02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-08-27T03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-08-27T04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-08-27T05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-08-27T06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-08-27T07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-08-27T08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-08-27T09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-08-27T10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-08-27T11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-08-27T12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-08-27T13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-08-27T14,NaN,NaN,NaN,82,NaN,NaN,NaN,1,NaN,NaN,NaN
2013-08-27T15,NaN,NaN,NaN,83,NaN,NaN,NaN,1,NaN,NaN,NaN
2013-08-27T16,NaN,NaN,NaN,83,NaN,NaN,NaN,1,NaN,NaN,NaN
2013-08-27T17,NaN,NaN,NaN,83,NaN,NaN,NaN,1,NaN,NaN,NaN
2013-08-27T18,NaN,NaN,NaN,82,NaN,NaN,NaN,1,NaN,NaN,NaN
2013-08-27T19,NaN,NaN,NaN,79,NaN,NaN,NaN,1,NaN,NaN,NaN
2013-08-27T20,NaN,NaN,82,79,NaN,NaN,1,1,NaN,NaN,NaN
2013-08-27T21,NaN,NaN,83,79,NaN,NaN,1,1,NaN,NaN,NaN
2013-08-27T22,NaN,NaN,83,79,NaN,NaN,1,1,NaN,NaN,NaN
2013-08-27T23,NaN,NaN,83,79,NaN,NaN,1,1,NaN,NaN,NaN
2013-08-28T00,NaN,NaN,82,80,NaN,NaN,1,1,NaN,NaN,NaN
2013-08-28T01,NaN,NaN,79,82,NaN,NaN,1,1,NaN,NaN,NaN
2013-08-28T02,NaN,82,79,83,NaN,1,1,1,NaN,NaN,NaN
2013-08-28T03,NaN,83,79,84,NaN,1,1,1,NaN,NaN,NaN
2013-08-28T04,NaN,83,79,87,NaN,1,1,1,NaN,NaN,NaN
2013-08-28T05,NaN,83,79,89,NaN,1,1,1,NaN,NaN,NaN
2013-08-28T06,NaN,82,80,89,NaN,1,1,1,NaN,NaN,NaN
2013-08-28T07,NaN,79,82,89,NaN,1,1,1,NaN,NaN,NaN
2013-08-28T08,82,79,83,89,1,1,1,1,1-1,1-1,1-1
2013-08-28T09,83,79,84,89,1,1,1,1,1-1,1-1,1-1
2013-08-28T10,83,79,87,88,1,1,1,1,1-1,1-1,1-1
2013-08-28T11,83,79,89,87,1,1,1,1,1-1,1-1,1-1
2013-08-28T12,82,80,89,85,1,1,1,1,1-1,1-1,1-1
2013-08-28T13,79,82,89,85,1,1,1,1,1-1,1-1,1-1
2013-08-28T14,79,83,89,84,1,1,1,1,1-1,1-1,1-1
2013-08-28T15,79,84,89,82,1,1,1,1,1-1,1-1,1-1
2013-08-28T16,79,87,88,82,1,1,1,1,1-1,1-1,1-1
2013-08-28T17,79,89,87,80,1,1,1,1,1-1,1-1,1-1
2013-08-28T18,80,89,85,80,1,1,1,1,1-1,1-1,1-1
2013-08-28T19,82,89,85,80,1,1,1,1,1-1,1-1,1-1
2013-08-28T20,83,89,84,80,1,1,1,1,1-1,1-1,1-1
2013-08-28T21,84,89,82,80,1,1,1,1,1-1,1-1,1-1
2013-08-28T22,87,88,82,80,1,1,1,1,1-1,1-1,1-1
2013-08-28T23,89,87,80,80,1,1,1,1,1-1,1-1,1-1
2013-08-29T00,89,85,80,80,1,1,1,1,1-1,1-1,1-1
2013-08-29T01,89,85,80,82,1,1,1,1,1-1,1-1,1-1
2013-08-29T02,89,84,80,82,1,1,1,1,1-1,1-1,1-1
2013-08-29T03,89,82,80,80,1,1,1,1,1-1,1-1,1-1
2013-08-29T04,88,82,80,80,1,1,1,1,1-1,1-1,1-1
2013-08-29T05,87,80,80,79,1,1,1,1,1-1,1-1,1-1
2013-08-29T06,85,80,80,79,1,1,1,1,1-1,1-1,1-1
2013-08-29T07,85,80,82,78,1,1,1,1,1-1,1-1,1-1
2013-08-29T08,84,80,82,75,1,1,1,1,1-1,1-1,1-1
2013-08-29T09,82,80,80,77,1,1,1,1,1-1,1-1,1-1
2013-08-29T10,82,80,80,77,1,1,1,1,1-1,1-1,1-1
2013-08-29T11,80,80,79,77,1,1,1,1,1-1,1-1,1-1
2013-08-29T12,80,80,79,75,1,1,1,1,1-1,1-1,1-1
2013-08-29T13,80,82,78,74,1,1,1,1,1-1,1-1,1-1
2013-08-29T14,80,82,75,74,1,1,1,1,1-1,1-1,1-1
2013-08-29T15,80,80,77,75,1,1,1,1,1-1,1-1,1-1
2013-08-29T16,80,80,77,77,1,1,1,1,1-1,1-1,1-1
2013-08-29T17,80,79,77,78,1,1,1,1,1-1,1-1,1-1
2013-08-29T18,80,79,75,81,1,1,1,1,1-1,1-1,1-1
2013-08-29T19,82,78,74,NaN,1,1,1,NaN,1-1,1-1,NaN
2013-08-29T20,82,75,74,86,1,1,1,1,1-1,1-1,1-1
2013-08-29T21,80,77,75,88,1,1,1,1,1-1,1-1,1-1
2013-08-29T22,80,77,77,90,1,1,1,1,1-1,1-1,1-1
2013-08-29T23,79,77,78,92,1,1,1,1,1-1,1-1,1-1
2013-08-30T00,79,75,81,93,1,1,1,1,1-1,1-1,1-1
2013-08-30T01,78,74,NaN,92,1,1,NaN,1,1-1,NaN,1-1
2013-08-30T02,75,74,86,92,1,1,1,1,1-1,1-1,1-1
2013-08-30T03,77,75,88,92,1,1,1,1,1-1,1-1,1-1
2013-08-30T04,77,77,90,92,1,1,1,1,1-1,1-1,1-1
2013-08-30T05,77,78,92,90,1,1,1,1,1-1,1-1,1-1
2013-08-30T06,75,81,93,90,1,1,1,1,1-1,1-1,1-1
2013-08-30T07,74,NaN,92,89,1,NaN,1,1,NaN,1-1,1-1
2013-08-30T08,74,86,92,92,1,1,1,1,1-1,1-1,1-1
2013-08-30T09,75,88,92,89,1,1,1,1,1-1,1-1,1-1
2013-08-30T10,77,90,92,88,1,1,1,1,1-1,1-1,1-1
2013-08-30T11,78,92,90,88,1,1,1,1,1-1,1-1,1-1
2013-08-30T12,81,93,90,87,1,1,1,1,1-1,1-1,1-1
2013-08-30T13,NaN,92,89,87,NaN,1,1,1,NaN,NaN,NaN
2013-08-30T14,86,92,92,85,1,1,1,1,1-1,1-1,1-1
2013-08-30T15,88,92,89,NaN,1,1,1,NaN,1-1,1-1,NaN
2013-08-30T16,90,92,88,83,1,1,1,1,1-1,1-1,1-1
2013-08-30T17,92,90,88,80,1,1,1,1,1-1,1-1,1-1
2013-08-30T18,93,90,87,78,1,1,1,1,1-1,1-1,1-1
2013-08-30T19,92,89,87,77,1,1,1,1,1-1,1-1,1-1
2013-08-30T20,92,92,85,74,1,1,1,1,1-1,1-1,1-1
2013-08-30T21,92,89,NaN,70,1,1,NaN,1,1-1,NaN,1-1
2013-08-30T22,92,88,83,68,1,1,1,1,1-1,1-1,1-1
2013-08-30T23,90,88,80,NaN,1,1,1,NaN,1-1,1-1,NaN
2013-08-31T00,90,87,78,69,1,1,1,1,1-1,1-1,1-1
2013-08-31T01,89,87,77,67,1,1,1,1,1-1,1-1,1-1
2013-08-31T02,92,85,74,65,1,1,1,1,1-1,1-1,1-1
2013-08-31T03,89,NaN,70,63,1,NaN,1,1,NaN,1-1,1-1
2013-08-31T04,88,83,68,60,1,1,1,1,1-1,1-1,1-1
2013-08-31T05,88,80,NaN,59,1,1,NaN,1,1-1,NaN,1-1
2013-08-31T06,87,78,69,59,1,1,1,1,1-1,1-1,1-1
2013-08-31T07,87,77,67,58,1,1,1,1,1-1,1-1,1-1
2013-08-31T08,85,74,65,58,1,1,1,1,1-1,1-1,1-1
2013-08-31T09,NaN,70,63,57,NaN,1,1,1,NaN,NaN,NaN
2013-08-31T10,83,68,60,57,1,1,1,1,1-1,1-1,1-1
2013-08-31T11,80,NaN,59,58,1,NaN,1,1,NaN,1-1,1-1
2013-08-31T12,78,69,59,58,1,1,1,1,1-1,1-1,1-1
2013-08-31T13,77,67,58,58,1,1,1,1,1-1,1-1,1-1
2013-08-31T14,74,65,58,57,1,1,1,1,1-1,1-1,1-1
2013-08-31T15,70,63,57,57,1,1,1,1,1-1,1-1,1-1
2013-08-31T16,68,60,57,56,1,1,1,1,1-1,1-1,1-1
2013-08-31T17,NaN,59,58,56,NaN,1,1,1,NaN,NaN,NaN
2013-08-31T18,69,59,58,NaN,1,1,1,NaN,1-1,1-1,NaN
2013-08-31T19,67,58,58,55,1,1,1,1,1-1,1-1,1-1
2013-08-31T20,65,58,57,55,1,1,1,1,1-1,1-1,1-1
2013-08-31T21,63,57,57,55,1,1,1,1,1-1,1-1,1-1
2013-08-31T22,60,57,56,55,1,1,1,1,1-1,1-1,1-1
2013-08-31T23,59,58,56,55,1,1,1,1,1-1,1-1,1-1
2013-09-01T00,59,58,NaN,54,1,1,NaN,1,1-1,NaN,1-1
2013-09-01T01,58,58,55,NaN,1,1,1,NaN,1-1,1-1,NaN
2013-09-01T02,58,57,55,53,1,1,1,1,1-1,1-1,1-1
2013-09-01T03,57,57,55,53,1,1,1,1,1-1,1-1,1-1
2013-09-01T04,57,56,55,51,1,1,1,1,1-1,1-1,1-1
2013-09-01T05,58,56,55,52,1,1,1,1,1-1,1-1,1-1
2013-09-01T06,58,NaN,54,52,1,NaN,1,1,NaN,1-1,1-1
2013-09-01T07,58,55,NaN,53,1,1,NaN,1,1-1,NaN,1-1
2013-09-01T08,57,55,53,54,1,1,1,1,1-1,1-1,1-1
2013-09-01T09,57,55,53,55,1,1,1,1,1-1,1-1,1-1
2013-09-01T10,56,55,51,55,1,1,1,1,1-1,1-1,1-1
2013-09-01T11,56,55,52,56,1,1,1,1,1-1,1-1,1-1
2013-09-01T12,NaN,54,52,58,NaN,1,1,1,NaN,NaN,NaN
2013-09-01T13,55,NaN,53,60,1,NaN,1,1,NaN,1-1,1-1
2013-09-01T14,55,53,54,62,1,1,1,1,1-1,1-1,1-1
2013-09-01T15,55,53,55,63,1,1,1,1,1-1,1-1,1-1
2013-09-01T16,55,51,55,64,1,1,1,1,1-1,1-1,1-1
2013-09-01T17,55,52,56,63,1,1,1,1,1-1,1-1,1-1
2013-09-01T18,54,52,58,64,1,1,1,1,1-1,1-1,1-1
2013-09-01T19,NaN,53,60,65,NaN,1,1,1,NaN,NaN,NaN
2013-09-01T20,53,54,62,65,1,1,1,1,1-1,1-1,1-1
2013-09-01T21,53,55,63,66,1,1,1,1,1-1,1-1,1-1
2013-09-01T22,51,55,64,66,1,1,1,1,1-1,1-1,1-1
2013-09-01T23,52,56,63,65,1,1,1,1,1-1,1-1,1-1
2013-09-02T00,52,58,64,66,1,1,1,1,1-1,1-1,1-1
2013-09-02T01,53,60,65,65,1,1,1,1,1-1,1-1,1-1
2013-09-02T02,54,62,65,65,1,1,1,1,1-1,1-1,1-1
2013-09-02T03,55,63,66,65,1,1,1,1,1-1,1-1,1-1
2013-09-02T04,55,64,66,65,1,1,1,1,1-1,1-1,1-1
2013-09-02T05,56,63,65,65,1,1,1,1,1-1,1-1,1-1
2013-09-02T06,58,64,66,65,1,1,1,1,1-1,1-1,1-1
2013-09-02T07,60,65,65,64,1,1,1,1,1-1,1-1,1-1
2013-09-02T08,62,65,65,64,1,1,1,1,1-1,1-1,1-1
2013-09-02T09,63,66,65,64,1,1,1,1,1-1,1-1,1-1
2013-09-02T10,64,66,65,63,1,1,1,1,1-1,1-1,1-1
2013-09-02T11,63,65,65,63,1,1,1,1,1-1,1-1,1-1
2013-09-02T12,64,66,65,62,1,1,1,1,1-1,1-1,1-1
2013-09-02T13,65,65,64,61,1,1,1,1,1-1,1-1,1-1
2013-09-02T14,65,65,64,59,1,1,1,1,1-1,1-1,1-1
2013-09-02T15,66,65,64,58,1,1,1,1,1-1,1-1,1-1
2013-09-02T16,66,65,63,57,1,1,1,1,1-1,1-1,1-1
2013-09-02T17,65,65,63,57,1,1,1,1,1-1,1-1,1-1
2013-09-02T18,66,65,62,57,1,1,1,1,1-1,1-1,1-1
2013-09-02T19,65,64,61,57,1,1,1,1,1-1,1-1,1-1
2013-09-02T20,65,64,59,57,1,1,1,1,1-1,1-1,1-1
2013-09-02T21,65,64,58,57,1,1,1,1,1-1,1-1,1-1
2013-09-02T22,65,63,57,57,1,1,1,1,1-1,1-1,1-1
2013-09-02T23,65,63,57,59,1,1,1,1,1-1,1-1,1-1
2013-09-03T00,65,62,57,60,1,1,1,1,1-1,1-1,1-1
2013-09-03T01,64,61,57,62,1,1,1,1,1-1,1-1,1-1
2013-09-03T02,64,59,57,63,1,1,1,1,1-1,1-1,1-1
2013-09-03T03,64,58,57,64,1,1,1,1,1-1,1-1,1-1
2013-09-03T04,63,57,57,65,1,1,1,1,1-1,1-1,1-1
2013-09-03T05,63,57,59,68,1,1,1,1,1-1,1-1,1-1
2013-09-03T06,62,57,60,69,1,1,1,1,1-1,1-1,1-1
2013-09-03T07,61,57,62,72,1,1,1,1,1-1,1-1,1-1
2013-09-03T08,59,57,63,74,1,1,1,1,1-1,1-1,1-1
2013-09-03T09,58,57,64,75,1,1,1,1,1-1,1-1,1-1
2013-09-03T10,57,57,65,75,1,1,1,1,1-1,1-1,1-1
2013-09-03T11,57,59,68,75,1,1,1,1,1-1,1-1,1-1
2013-09-03T12,57,60,69,74,1,1,1,1,1-1,1-1,1-1
2013-09-03T13,57,62,72,74,1,1,1,1,1-1,1-1,1-1
2013-09-03T14,57,63,74,77,1,1,1,1,1-1,1-1,1-1
2013-09-03T15,57,64,75,78,1,1,1,1,1-1,1-1,1-1
2013-09-03T16,57,65,75,78,1,1,1,1,1-1,1-1,1-1
2013-09-03T17,59,68,75,78,1,1,1,1,1-1,1-1,1-1
2013-09-03T18,60,69,74,77,1,1,1,1,1-1,1-1,1-1
2013-09-03T19,62,72,74,77,1,1,1,1,1-1,1-1,1-1
2013-09-03T20,63,74,77,75,1,1,1,1,1-1,1-1,1-1
2013-09-03T21,64,75,78,75,1,1,1,1,1-1,1-1,1-1
2013-09-03T22,65,75,78,74,1,1,1,1,1-1,1-1,1-1
2013-09-03T23,68,75,78,72,1,1,1,1,1-1,1-1,1-1
2013-09-04T00,69,74,77,70,1,1,1,1,1-1,1-1,1-1
2013-09-04T01,72,74,77,69,1,1,1,1,1-1,1-1,1-1
2013-09-04T02,74,77,75,69,1,1,1,1,1-1,1-1,1-1
2013-09-04T03,75,78,75,68,1,1,1,1,1-1,1-1,1-1
2013-09-04T04,75,78,74,67,1,1,1,1,1-1,1-1,1-1
2013-09-04T05,75,78,72,64,1,1,1,1,1-1,1-1,1-1
2013-09-04T06,74,77,70,63,1,1,1,1,1-1,1-1,1-1
2013-09-04T07,74,77,69,62,1,1,1,1,1-1,1-1,1-1
2013-09-04T08,77,75,69,60,1,1,1,1,1-1,1-1,1-1
2013-09-04T09,78,75,68,59,1,1,1,1,1-1,1-1,1-1
2013-09-04T10,78,74,67,59,1,1,1,1,1-1,1-1,1-1
2013-09-04T11,78,72,64,60,1,1,1,1,1-1,1-1,1-1
2013-09-04T12,77,70,63,62,1,1,1,1,1-1,1-1,1-1
2013-09-04T13,77,69,62,60,1,1,1,1,1-1,1-1,1-1
2013-09-04T14,75,69,60,61,1,1,1,1,1-1,1-1,1-1
2013-09-04T15,75,68,59,61,1,1,1,1,1-1,1-1,1-1
2013-09-04T16,74,67,59,61,1,1,1,1,1-1,1-1,1-1
2013-09-04T17,72,64,60,62,1,1,1,1,1-1,1-1,1-1
2013-09-04T18,70,63,62,62,1,1,1,1,1-1,1-1,1-1
2013-09-04T19,69,62,60,63,1,1,1,1,1-1,1-1,1-1
2013-09-04T20,69,60,61,64,1,1,1,1,1-1,1-1,1-1
2013-09-04T21,68,59,61,64,1,1,1,1,1-1,1-1,1-1
2013-09-04T22,67,59,61,65,1,1,1,1,1-1,1-1,1-1
2013-09-04T23,64,60,62,68,1,1,1,1,1-1,1-1,1-1
2013-09-05T00,63,62,62,69,1,1,1,1,1-1,1-1,1-1
2013-09-05T01,62,60,63,70,1,1,1,1,1-1,1-1,1-1
2013-09-05T02,60,61,64,70,1,1,1,1,1-1,1-1,1-1
2013-09-05T03,59,61,64,72,1,1,1,1,1-1,1-1,1-1
2013-09-05T04,59,61,65,73,1,1,1,1,1-1,1-1,1-1
2013-09-05T05,60,62,68,73,1,1,1,1,1-1,1-1,1-1
2013-09-05T06,62,62,69,74,1,1,1,1,1-1,1-1,1-1
2013-09-05T07,60,63,70,74,1,1,1,1,1-1,1-1,1-1
2013-09-05T08,61,64,70,74,1,1,1,1,1-1,1-1,1-1
2013-09-05T09,61,64,72,75,1,1,1,1,1-1,1-1,1-1
2013-09-05T10,61,65,73,75,1,1,1,1,1-1,1-1,1-1
