KB,AQI0,AQI1,AQI2,AQI3,Label0,Label1,Label2,Label3,Change1,Change2,Change3
2014-03-25T06,69,115,107,114,1,2,2,2,1-2,1-2,1-2
2014-03-25T07,71,NaN,133,107,1,NaN,2,2,NaN,1-2,1-2
2014-03-25T08,95,108,65,94,1,2,1,1,1-2,1-1,1-1
2014-03-25T09,85,NaN,66,73,1,NaN,1,1,NaN,1-1,1-1
2014-03-25T10,92,79,83,77,1,1,1,1,1-1,1-1,1-1
2014-03-25T11,119,83,99,75,2,1,1,1,2-1,2-1,2-1
2014-03-25T12,115,107,114,102,2,2,2,2,2-2,2-2,2-2
2014-03-25T13,NaN,133,107,97,NaN,2,2,1,NaN,NaN,NaN
2014-03-25T14,108,65,94,90,2,1,1,1,2-1,2-1,2-1
2014-03-25T15,NaN,66,73,95,NaN,1,1,1,NaN,NaN,NaN
2014-03-25T16,79,83,77,84,1,1,1,1,1-1,1-1,1-1
2014-03-25T17,83,99,75,80,1,1,1,1,1-1,1-1,1-1
2014-03-25T18,107,114,102,78,2,2,2,1,2-2,2-2,2-1
2014-03-25T19,133,107,97,79,2,2,1,1,2-2,2-1,2-1
2014-03-25T20,65,94,90,NaN,1,1,1,NaN,1-1,1-1,NaN
2014-03-25T21,66,73,95,104,1,1,1,2,1-1,1-1,1-2
2014-03-25T22,83,77,84,129,1,1,1,2,1-1,1-1,1-2
2014-03-25T23,99,75,80,128,1,1,1,2,1-1,1-1,1-2
2014-03-26T00,114,102,78,130,2,2,1,2,2-2,2-1,2-2
2014-03-26T01,107,97,79,165,2,1,1,3,2-1,2-1,2-3
2014-03-26T02,94,90,NaN,190,1,1,NaN,3,1-1,NaN,1-3
2014-03-26T03,73,95,104,206,1,1,2,4,1-1,1-2,1-4
2014-03-26T04,77,84,129,193,1,1,2,3,1-1,1-2,1-3
2014-03-26T05,75,80,128,192,1,1,2,3,1-1,1-2,1-3
2014-03-26T06,102,78,130,183,2,1,2,3,2-1,2-2,2-3
2014-03-26T07,97,79,165,204,1,1,3,4,1-1,1-3,1-4
2014-03-26T08,90,NaN,190,209,1,NaN,3,4,NaN,1-3,1-4
2014-03-26T09,95,104,206,207,1,2,4,4,1-2,1-4,1-4
2014-03-26T10,84,129,193,170,1,2,3,3,1-2,1-3,1-3
2014-03-26T11,80,128,192,129,1,2,3,2,1-2,1-3,1-2
2014-03-26T12,78,130,183,98,1,2,3,1,1-2,1-3,1-1
2014-03-26T13,79,165,204,78,1,3,4,1,1-3,1-4,1-1
2014-03-26T14,NaN,190,209,87,NaN,3,4,1,NaN,NaN,NaN
2014-03-26T15,104,206,207,89,2,4,4,1,2-4,2-4,2-1
2014-03-26T16,129,193,170,100,2,3,3,1,2-3,2-3,2-1
2014-03-26T17,128,192,129,NaN,2,3,2,NaN,2-3,2-2,NaN
2014-03-26T18,130,183,98,143,2,3,1,2,2-3,2-1,2-2
2014-03-26T19,165,204,78,125,3,4,1,2,3-4,3-1,3-2
2014-03-26T20,190,209,87,129,3,4,1,2,3-4,3-1,3-2
2014-03-26T21,206,207,89,NaN,4,4,1,NaN,4-4,4-1,NaN
2014-03-26T22,193,170,100,NaN,3,3,1,NaN,3-3,3-1,NaN
2014-03-26T23,192,129,NaN,113,3,2,NaN,2,3-2,NaN,3-2
2014-03-27T00,183,98,143,75,3,1,2,1,3-1,3-2,3-1
2014-03-27T01,204,78,125,62,4,1,2,1,4-1,4-2,4-1
2014-03-27T02,209,87,129,48,4,1,2,0,4-1,4-2,4-0
2014-03-27T03,207,89,NaN,52,4,1,NaN,1,4-1,NaN,4-1
2014-03-27T04,170,100,NaN,57,3,1,NaN,1,3-1,NaN,3-1
2014-03-27T05,129,NaN,113,60,2,NaN,2,1,NaN,2-2,2-1
2014-03-27T06,98,143,75,71,1,2,1,1,1-2,1-1,1-1
2014-03-27T07,78,125,62,92,1,2,1,1,1-2,1-1,1-1
2014-03-27T08,87,129,48,110,1,2,0,2,1-2,1-0,1-2
2014-03-27T09,89,NaN,52,123,1,NaN,1,2,NaN,1-1,1-2
2014-03-27T10,100,NaN,57,115,1,NaN,1,2,NaN,1-1,1-2
2014-03-27T11,NaN,113,60,98,NaN,2,1,1,NaN,NaN,NaN
2014-03-27T12,143,75,71,88,2,1,1,1,2-1,2-1,2-1
2014-03-27T13,125,62,92,67,2,1,1,1,2-1,2-1,2-1
2014-03-27T14,129,48,110,72,2,0,2,1,2-0,2-2,2-1
2014-03-27T15,NaN,52,123,79,NaN,1,2,1,NaN,NaN,NaN
2014-03-27T16,NaN,57,115,58,NaN,1,2,1,NaN,NaN,NaN
2014-03-27T17,113,60,98,19,2,1,1,0,2-1,2-1,2-0
2014-03-27T18,75,71,88,38,1,1,1,0,1-1,1-1,1-0
2014-03-27T19,62,92,67,64,1,1,1,1,1-1,1-1,1-1
2014-03-27T20,48,110,72,56,0,2,1,1,0-2,0-1,0-1
2014-03-27T21,52,123,79,NaN,1,2,1,NaN,1-2,1-1,NaN
2014-03-27T22,57,115,58,20,1,2,1,0,1-2,1-1,1-0
2014-03-27T23,60,98,19,13,1,1,0,0,1-1,1-0,1-0
2014-03-28T00,71,88,38,16,1,1,0,0,1-1,1-0,1-0
2014-03-28T01,92,67,64,25,1,1,1,0,1-1,1-1,1-0
2014-03-28T02,110,72,56,37,2,1,1,0,2-1,2-1,2-0
2014-03-28T03,123,79,NaN,34,2,1,NaN,0,2-1,NaN,2-0
2014-03-28T04,115,58,20,32,2,1,0,0,2-1,2-0,2-0
2014-03-28T05,98,19,13,20,1,0,0,0,1-0,1-0,1-0
2014-03-28T06,88,38,16,34,1,0,0,0,1-0,1-0,1-0
2014-03-28T07,67,64,25,20,1,1,0,0,1-1,1-0,1-0
2014-03-28T08,72,56,37,24,1,1,0,0,1-1,1-0,1-0
2014-03-28T09,79,NaN,34,26,1,NaN,0,0,NaN,1-0,1-0
2014-03-28T10,58,20,32,33,1,0,0,0,1-0,1-0,1-0
2014-03-28T11,19,13,20,48,0,0,0,0,0-0,0-0,0-0
2014-03-28T12,38,16,34,43,0,0,0,0,0-0,0-0,0-0
2014-03-28T13,64,25,20,35,1,0,0,0,1-0,1-0,1-0
2014-03-28T14,56,37,24,46,1,0,0,0,1-0,1-0,1-0
2014-03-28T15,NaN,34,26,39,NaN,0,0,0,NaN,NaN,NaN
2014-03-28T16,20,32,33,42,0,0,0,0,0-0,0-0,0-0
2014-03-28T17,13,20,48,51,0,0,0,1,0-0,0-0,0-1
2014-03-28T18,16,34,43,49,0,0,0,0,0-0,0-0,0-0
2014-03-28T19,25,20,35,52,0,0,0,1,0-0,0-0,0-1
2014-03-28T20,37,24,46,53,0,0,0,1,0-0,0-0,0-1
2014-03-28T21,34,26,39,41,0,0,0,0,0-0,0-0,0-0
2014-03-28T22,32,33,42,57,0,0,0,1,0-0,0-0,0-1
2014-03-28T23,20,48,51,36,0,0,1,0,0-0,0-1,0-0
2014-03-29T00,34,43,49,58,0,0,0,1,0-0,0-0,0-1
2014-03-29T01,20,35,52,73,0,0,1,1,0-0,0-1,0-1
2014-03-29T02,24,46,53,129,0,0,1,2,0-0,0-1,0-2
2014-03-29T03,26,39,41,104,0,0,0,2,0-0,0-0,0-2
2014-03-29T04,33,42,57,107,0,0,1,2,0-0,0-1,0-2
2014-03-29T05,48,51,36,100,0,1,0,1,0-1,0-0,0-1
2014-03-29T06,43,49,58,124,0,0,1,2,0-0,0-1,0-2
2014-03-29T07,35,52,73,224,0,1,1,4,0-1,0-1,0-4
2014-03-29T08,46,53,129,215,0,1,2,4,0-1,0-2,0-4
2014-03-29T09,39,41,104,180,0,0,2,3,0-0,0-2,0-3
2014-03-29T10,42,57,107,168,0,1,2,3,0-1,0-2,0-3
2014-03-29T11,51,36,100,169,1,0,1,3,1-0,1-1,1-3
2014-03-29T12,49,58,124,144,0,1,2,2,0-1,0-2,0-2
2014-03-29T13,52,73,224,147,1,1,4,2,1-1,1-4,1-2
2014-03-29T14,53,129,215,155,1,2,4,3,1-2,1-4,1-3
2014-03-29T15,41,104,180,129,0,2,3,2,0-2,0-3,0-2
2014-03-29T16,57,107,168,112,1,2,3,2,1-2,1-3,1-2
2014-03-29T17,36,100,169,108,0,1,3,2,0-1,0-3,0-2
2014-03-29T18,58,124,144,110,1,2,2,2,1-2,1-2,1-2
2014-03-29T19,73,224,147,NaN,1,4,2,NaN,1-4,1-2,NaN
2014-03-29T20,129,215,155,139,2,4,3,2,2-4,2-3,2-2
2014-03-29T21,104,180,129,115,2,3,2,2,2-3,2-2,2-2
2014-03-29T22,107,168,112,104,2,3,2,2,2-3,2-2,2-2
2014-03-29T23,100,169,108,103,1,3,2,2,1-3,1-2,1-2
2014-03-30T00,124,144,110,108,2,2,2,2,2-2,2-2,2-2
2014-03-30T01,224,147,NaN,135,4,2,NaN,2,4-2,NaN,4-2
2014-03-30T02,215,155,139,160,4,3,2,3,4-3,4-2,4-3
2014-03-30T03,180,129,115,130,3,2,2,2,3-2,3-2,3-2
2014-03-30T04,168,112,104,120,3,2,2,2,3-2,3-2,3-2
2014-03-30T05,169,108,103,114,3,2,2,2,3-2,3-2,3-2
2014-03-30T06,144,110,108,109,2,2,2,2,2-2,2-2,2-2
2014-03-30T07,147,NaN,135,129,2,NaN,2,2,NaN,2-2,2-2
2014-03-30T08,155,139,160,135,3,2,3,2,3-2,3-3,3-2
2014-03-30T09,129,115,130,144,2,2,2,2,2-2,2-2,2-2
2014-03-30T10,112,104,120,144,2,2,2,2,2-2,2-2,2-2
2014-03-30T11,108,103,114,137,2,2,2,2,2-2,2-2,2-2
2014-03-30T12,110,108,109,148,2,2,2,2,2-2,2-2,2-2
2014-03-30T13,NaN,135,129,162,NaN,2,2,3,NaN,NaN,NaN
2014-03-30T14,139,160,135,166,2,3,2,3,2-3,2-2,2-3
2014-03-30T15,115,130,144,168,2,2,2,3,2-2,2-2,2-3
2014-03-30T16,104,120,144,169,2,2,2,3,2-2,2-2,2-3
2014-03-30T17,103,114,137,175,2,2,2,3,2-2,2-2,2-3
2014-03-30T18,108,109,148,147,2,2,2,2,2-2,2-2,2-2
2014-03-30T19,135,129,162,140,2,2,3,2,2-2,2-3,2-2
2014-03-30T20,160,135,166,135,3,2,3,2,3-2,3-3,3-2
2014-03-30T21,130,144,168,130,2,2,3,2,2-2,2-3,2-2
2014-03-30T22,120,144,169,115,2,2,3,2,2-2,2-3,2-2
2014-03-30T23,114,137,175,117,2,2,3,2,2-2,2-3,2-2
2014-03-31T00,109,148,147,118,2,2,2,2,2-2,2-2,2-2
2014-03-31T01,129,162,140,113,2,3,2,2,2-3,2-2,2-2
2014-03-31T02,135,166,135,NaN,2,3,2,NaN,2-3,2-2,NaN
2014-03-31T03,144,168,130,NaN,2,3,2,NaN,2-3,2-2,NaN
2014-03-31T04,144,169,115,80,2,3,2,1,2-3,2-2,2-1
2014-03-31T05,137,175,117,102,2,3,2,2,2-3,2-2,2-2
2014-03-31T06,148,147,118,NaN,2,2,2,NaN,2-2,2-2,NaN
2014-03-31T07,162,140,113,NaN,3,2,2,NaN,3-2,3-2,NaN
2014-03-31T08,166,135,NaN,NaN,3,2,NaN,NaN,3-2,NaN,NaN
2014-03-31T09,168,130,NaN,NaN,3,2,NaN,NaN,3-2,NaN,NaN
2014-03-31T10,169,115,80,NaN,3,2,1,NaN,3-2,3-1,NaN
2014-03-31T11,175,117,102,112,3,2,2,2,3-2,3-2,3-2
2014-03-31T12,147,118,NaN,125,2,2,NaN,2,2-2,NaN,2-2
2014-03-31T13,140,113,NaN,147,2,2,NaN,2,2-2,NaN,2-2
2014-03-31T14,135,NaN,NaN,143,2,NaN,NaN,2,NaN,NaN,2-2
2014-03-31T15,130,NaN,NaN,145,2,NaN,NaN,2,NaN,NaN,2-2
2014-03-31T16,115,80,NaN,137,2,1,NaN,2,2-1,NaN,2-2
2014-03-31T17,117,102,112,83,2,2,2,1,2-2,2-2,2-1
2014-03-31T18,118,NaN,125,45,2,NaN,2,0,NaN,2-2,2-0
2014-03-31T19,113,NaN,147,64,2,NaN,2,1,NaN,2-2,2-1
2014-03-31T20,NaN,NaN,143,67,NaN,NaN,2,1,NaN,NaN,NaN
2014-03-31T21,NaN,NaN,145,72,NaN,NaN,2,1,NaN,NaN,NaN
2014-03-31T22,80,NaN,137,109,1,NaN,2,2,NaN,1-2,1-2
2014-03-31T23,102,112,83,140,2,2,1,2,2-2,2-1,2-2
2014-04-01T00,NaN,125,45,109,NaN,2,0,2,NaN,NaN,NaN
2014-04-01T01,NaN,147,64,60,NaN,2,1,1,NaN,NaN,NaN
2014-04-01T02,NaN,143,67,68,NaN,2,1,1,NaN,NaN,NaN
2014-04-01T03,NaN,145,72,80,NaN,2,1,1,NaN,NaN,NaN
2014-04-01T04,NaN,137,109,99,NaN,2,2,1,NaN,NaN,NaN
2014-04-01T05,112,83,140,124,2,1,2,2,2-1,2-2,2-2
2014-04-01T06,125,45,109,114,2,0,2,2,2-0,2-2,2-2
2014-04-01T07,147,64,60,113,2,1,1,2,2-1,2-1,2-2
2014-04-01T08,143,67,68,103,2,1,1,2,2-1,2-1,2-2
2014-04-01T09,145,72,80,95,2,1,1,1,2-1,2-1,2-1
2014-04-01T10,137,109,99,92,2,2,1,1,2-2,2-1,2-1
2014-04-01T11,83,140,124,105,1,2,2,2,1-2,1-2,1-2
2014-04-01T12,45,109,114,118,0,2,2,2,0-2,0-2,0-2
2014-04-01T13,64,60,113,132,1,1,2,2,1-1,1-2,1-2
2014-04-01T14,67,68,103,133,1,1,2,2,1-1,1-2,1-2
2014-04-01T15,72,80,95,128,1,1,1,2,1-1,1-1,1-2
2014-04-01T16,109,99,92,114,2,1,1,2,2-1,2-1,2-2
2014-04-01T17,140,124,105,82,2,2,2,1,2-2,2-2,2-1
2014-04-01T18,109,114,118,74,2,2,2,1,2-2,2-2,2-1
2014-04-01T19,60,113,132,108,1,2,2,2,1-2,1-2,1-2
2014-04-01T20,68,103,133,120,1,2,2,2,1-2,1-2,1-2
2014-04-01T21,80,95,128,88,1,1,2,1,1-1,1-2,1-1
2014-04-01T22,99,92,114,83,1,1,2,1,1-1,1-2,1-1
2014-04-01T23,124,105,82,85,2,2,1,1,2-2,2-1,2-1
2014-04-02T00,114,118,74,78,2,2,1,1,2-2,2-1,2-1
2014-04-02T01,113,132,108,63,2,2,2,1,2-2,2-2,2-1
2014-04-02T02,103,133,120,70,2,2,2,1,2-2,2-2,2-1
2014-04-02T03,95,128,88,54,1,2,1,1,1-2,1-1,1-1
2014-04-02T04,92,114,83,58,1,2,1,1,1-2,1-1,1-1
2014-04-02T05,105,82,85,68,2,1,1,1,2-1,2-1,2-1
2014-04-02T06,118,74,78,69,2,1,1,1,2-1,2-1,2-1
2014-04-02T07,132,108,63,68,2,2,1,1,2-2,2-1,2-1
2014-04-02T08,133,120,70,72,2,2,1,1,2-2,2-1,2-1
2014-04-02T09,128,88,54,74,2,1,1,1,2-1,2-1,2-1
2014-04-02T10,114,83,58,69,2,1,1,1,2-1,2-1,2-1
2014-04-02T11,82,85,68,67,1,1,1,1,1-1,1-1,1-1
2014-04-02T12,74,78,69,67,1,1,1,1,1-1,1-1,1-1
2014-04-02T13,108,63,68,65,2,1,1,1,2-1,2-1,2-1
2014-04-02T14,120,70,72,69,2,1,1,1,2-1,2-1,2-1
2014-04-02T15,88,54,74,NaN,1,1,1,NaN,1-1,1-1,NaN
2014-04-02T16,83,58,69,69,1,1,1,1,1-1,1-1,1-1
2014-04-02T17,85,68,67,66,1,1,1,1,1-1,1-1,1-1
2014-04-02T18,78,69,67,119,1,1,1,2,1-1,1-1,1-2
2014-04-02T19,63,68,65,79,1,1,1,1,1-1,1-1,1-1
2014-04-02T20,70,72,69,45,1,1,1,0,1-1,1-1,1-0
2014-04-02T21,54,74,NaN,52,1,1,NaN,1,1-1,NaN,1-1
2014-04-02T22,58,69,69,NaN,1,1,1,NaN,1-1,1-1,NaN
2014-04-02T23,68,67,66,79,1,1,1,1,1-1,1-1,1-1
2014-04-03T00,69,67,119,NaN,1,1,2,NaN,1-1,1-2,NaN
2014-04-03T01,68,65,79,NaN,1,1,1,NaN,1-1,1-1,NaN
2014-04-03T02,72,69,45,NaN,1,1,0,NaN,1-1,1-0,NaN
2014-04-03T03,74,NaN,52,NaN,1,NaN,1,NaN,NaN,1-1,NaN
2014-04-03T04,69,69,NaN,NaN,1,1,NaN,NaN,1-1,NaN,NaN
2014-04-03T05,67,66,79,NaN,1,1,1,NaN,1-1,1-1,NaN
2014-04-03T06,67,119,NaN,NaN,1,2,NaN,NaN,1-2,NaN,NaN
2014-04-03T07,65,79,NaN,NaN,1,1,NaN,NaN,1-1,NaN,NaN
2014-04-03T08,69,45,NaN,NaN,1,0,NaN,NaN,1-0,NaN,NaN
2014-04-03T09,NaN,52,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN
2014-04-03T10,69,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-03T11,66,79,NaN,NaN,1,1,NaN,NaN,1-1,NaN,NaN
2014-04-03T12,119,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-03T13,79,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-03T14,45,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-03T15,52,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-03T16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-03T17,79,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-03T18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-03T19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-03T20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-03T21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-03T22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-03T23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-04T00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-04T01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-04T02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-04T03,NaN,NaN,NaN,162,NaN,NaN,NaN,3,NaN,NaN,NaN
2014-04-04T04,NaN,NaN,NaN,200,NaN,NaN,NaN,3,NaN,NaN,NaN
2014-04-04T05,NaN,NaN,NaN,215,NaN,NaN,NaN,4,NaN,NaN,NaN
2014-04-04T06,NaN,NaN,NaN,170,NaN,NaN,NaN,3,NaN,NaN,NaN
2014-04-04T07,NaN,NaN,NaN,131,NaN,NaN,NaN,2,NaN,NaN,NaN
2014-04-04T08,NaN,NaN,NaN,124,NaN,NaN,NaN,2,NaN,NaN,NaN
2014-04-04T09,NaN,NaN,162,107,NaN,NaN,3,2,NaN,NaN,NaN
2014-04-04T10,NaN,NaN,200,95,NaN,NaN,3,1,NaN,NaN,NaN
2014-04-04T11,NaN,NaN,215,99,NaN,NaN,4,1,NaN,NaN,NaN
2014-04-04T12,NaN,NaN,170,102,NaN,NaN,3,2,NaN,NaN,NaN
2014-04-04T13,NaN,NaN,131,98,NaN,NaN,2,1,NaN,NaN,NaN
2014-04-04T14,NaN,NaN,124,112,NaN,NaN,2,2,NaN,NaN,NaN
2014-04-04T15,NaN,162,107,124,NaN,3,2,2,NaN,NaN,NaN
2014-04-04T16,NaN,200,95,123,NaN,3,1,2,NaN,NaN,NaN
2014-04-04T17,NaN,215,99,88,NaN,4,1,1,NaN,NaN,NaN
2014-04-04T18,NaN,170,102,77,NaN,3,2,1,NaN,NaN,NaN
2014-04-04T19,NaN,131,98,80,NaN,2,1,1,NaN,NaN,NaN
2014-04-04T20,NaN,124,112,98,NaN,2,2,1,NaN,NaN,NaN
2014-04-04T21,162,107,124,113,3,2,2,2,3-2,3-2,3-2
2014-04-04T22,200,95,123,170,3,1,2,3,3-1,3-2,3-3
2014-04-04T23,215,99,88,137,4,1,1,2,4-1,4-1,4-2
2014-04-05T00,170,102,77,74,3,2,1,1,3-2,3-1,3-1
2014-04-05T01,131,98,80,101,2,1,1,2,2-1,2-1,2-2
2014-04-05T02,124,112,98,66,2,2,1,1,2-2,2-1,2-1
2014-04-05T03,107,124,113,48,2,2,2,0,2-2,2-2,2-0
2014-04-05T04,95,123,170,NaN,1,2,3,NaN,1-2,1-3,NaN
2014-04-05T05,99,88,137,NaN,1,1,2,NaN,1-1,1-2,NaN
2014-04-05T06,102,77,74,NaN,2,1,1,NaN,2-1,2-1,NaN
2014-04-05T07,98,80,101,NaN,1,1,2,NaN,1-1,1-2,NaN
2014-04-05T08,112,98,66,NaN,2,1,1,NaN,2-1,2-1,NaN
2014-04-05T09,124,113,48,NaN,2,2,0,NaN,2-2,2-0,NaN
2014-04-05T10,123,170,NaN,NaN,2,3,NaN,NaN,2-3,NaN,NaN
2014-04-05T11,88,137,NaN,NaN,1,2,NaN,NaN,1-2,NaN,NaN
2014-04-05T12,77,74,NaN,NaN,1,1,NaN,NaN,1-1,NaN,NaN
2014-04-05T13,80,101,NaN,NaN,1,2,NaN,NaN,1-2,NaN,NaN
2014-04-05T14,98,66,NaN,NaN,1,1,NaN,NaN,1-1,NaN,NaN
2014-04-05T15,113,48,NaN,NaN,2,0,NaN,NaN,2-0,NaN,NaN
2014-04-05T16,170,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-05T17,137,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-05T18,74,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-05T19,101,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-05T20,66,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-05T21,48,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-05T22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-05T23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-06T00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-06T01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-06T02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-06T03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-06T04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-06T05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-06T06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-06T07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-06T08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-06T09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-06T10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-06T11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-06T12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-06T13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-06T14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-06T15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-06T16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-06T17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-06T18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-06T19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-06T20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-06T21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-06T22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-06T23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-07T00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-07T01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-07T02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-07T03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-07T04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-07T05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-07T06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-07T07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-07T08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-07T09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-07T10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-07T11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-07T12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-07T13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-07T14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-07T15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-07T16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-07T17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-07T18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-07T19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-07T20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-07T21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-07T22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-07T23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-08T00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-04-08T01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
