KB,pm2_5-0,pm10-0,o3-0,no2-0,so2-0,co-0,primary_pollutant_code-0,pm2_5-1,pm10-1,o3-1,no2-1,so2-1,co-1,primary_pollutant_code-1,pm2_5-2,pm10-2,o3-2,no2-2,so2-2,co-2,primary_pollutant_code-2,pm2_5-3,pm10-3,o3-3,no2-3,so2-3,co-3,primary_pollutant_code-3,pm2_5-4,pm10-4,o3-4,no2-4,so2-4,co-4,primary_pollutant_code-4,pm2_5-5,pm10-5,o3-5,no2-5,so2-5,co-5,primary_pollutant_code-5
2014-05-03T18,30,103,71,14,10,0.78,3,33,96,76,12,11,0.785,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,55,170,100,11,19,0.835,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-05-03T19,32,85,66,13,8,0.774,3,30,103,71,14,10,0.78,3,33,96,76,12,11,0.785,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,55,170,100,11,19,0.835,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-05-03T20,34,101,58,14,7,0.789,3,32,85,66,13,8,0.774,3,30,103,71,14,10,0.78,3,33,96,76,12,11,0.785,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,55,170,100,11,19,0.835,3
2014-05-03T21,36,84,47,16,6,0.812,3,34,101,58,14,7,0.789,3,32,85,66,13,8,0.774,3,30,103,71,14,10,0.78,3,33,96,76,12,11,0.785,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-05-03T22,37,66,39,18,6,0.822,3,36,84,47,16,6,0.812,3,34,101,58,14,7,0.789,3,32,85,66,13,8,0.774,3,30,103,71,14,10,0.78,3,33,96,76,12,11,0.785,3
2014-05-03T23,38,64,35,18,7,0.805,3,37,66,39,18,6,0.822,3,36,84,47,16,6,0.812,3,34,101,58,14,7,0.789,3,32,85,66,13,8,0.774,3,30,103,71,14,10,0.78,3
2014-05-04T00,40,70,29,19,7,0.823,3,38,64,35,18,7,0.805,3,37,66,39,18,6,0.822,3,36,84,47,16,6,0.812,3,34,101,58,14,7,0.789,3,32,85,66,13,8,0.774,3
2014-05-04T01,45,67,25,24,6,0.848,2,40,70,29,19,7,0.823,3,38,64,35,18,7,0.805,3,37,66,39,18,6,0.822,3,36,84,47,16,6,0.812,3,34,101,58,14,7,0.789,3
2014-05-04T02,51,79,21,26,8,0.865,2,45,67,25,24,6,0.848,2,40,70,29,19,7,0.823,3,38,64,35,18,7,0.805,3,37,66,39,18,6,0.822,3,36,84,47,16,6,0.812,3
2014-05-04T03,53,79,16,27,8,0.879,2,51,79,21,26,8,0.865,2,45,67,25,24,6,0.848,2,40,70,29,19,7,0.823,3,38,64,35,18,7,0.805,3,37,66,39,18,6,0.822,3
2014-05-04T04,53,78,17,23,9,0.872,2,53,79,16,27,8,0.879,2,51,79,21,26,8,0.865,2,45,67,25,24,6,0.848,2,40,70,29,19,7,0.823,3,38,64,35,18,7,0.805,3
2014-05-04T05,56,101,10,35,9,0.891,2,53,78,17,23,9,0.872,2,53,79,16,27,8,0.879,2,51,79,21,26,8,0.865,2,45,67,25,24,6,0.848,2,40,70,29,19,7,0.823,3
2014-05-04T06,61,140,5,42,8,0.908,3,56,101,10,35,9,0.891,2,53,78,17,23,9,0.872,2,53,79,16,27,8,0.879,2,51,79,21,26,8,0.865,2,45,67,25,24,6,0.848,2
2014-05-04T07,60,113,6,37,7,0.937,1,61,140,5,42,8,0.908,3,56,101,10,35,9,0.891,2,53,78,17,23,9,0.872,2,53,79,16,27,8,0.879,2,51,79,21,26,8,0.865,2
2014-05-04T08,68,141,8,43,8,0.974,3,60,113,6,37,7,0.937,1,61,140,5,42,8,0.908,3,56,101,10,35,9,0.891,2,53,78,17,23,9,0.872,2,53,79,16,27,8,0.879,2
2014-05-04T09,87,198,8,55,11,1.058,3,68,141,8,43,8,0.974,3,60,113,6,37,7,0.937,1,61,140,5,42,8,0.908,3,56,101,10,35,9,0.891,2,53,78,17,23,9,0.872,2
2014-05-04T10,97,201,7,57,11,1.146,2,87,198,8,55,11,1.058,3,68,141,8,43,8,0.974,3,60,113,6,37,7,0.937,1,61,140,5,42,8,0.908,3,56,101,10,35,9,0.891,2
2014-05-04T11,82,116,21,44,9,1.046,2,97,201,7,57,11,1.146,2,87,198,8,55,11,1.058,3,68,141,8,43,8,0.974,3,60,113,6,37,7,0.937,1,61,140,5,42,8,0.908,3
2014-05-04T12,66,99,26,36,6,0.945,2,82,116,21,44,9,1.046,2,97,201,7,57,11,1.146,2,87,198,8,55,11,1.058,3,68,141,8,43,8,0.974,3,60,113,6,37,7,0.937,1
2014-05-04T13,47,59,29,24,3,0.873,2,66,99,26,36,6,0.945,2,82,116,21,44,9,1.046,2,97,201,7,57,11,1.146,2,87,198,8,55,11,1.058,3,68,141,8,43,8,0.974,3
2014-05-04T14,38,41,29,25,3,0.857,2,47,59,29,24,3,0.873,2,66,99,26,36,6,0.945,2,82,116,21,44,9,1.046,2,97,201,7,57,11,1.146,2,87,198,8,55,11,1.058,3
2014-05-04T15,35,0,28,26,3,0.951,0,38,41,29,25,3,0.857,2,47,59,29,24,3,0.873,2,66,99,26,36,6,0.945,2,82,116,21,44,9,1.046,2,97,201,7,57,11,1.146,2
2014-05-04T16,31,47,27,20,2,1.011,0,35,0,28,26,3,0.951,0,38,41,29,25,3,0.857,2,47,59,29,24,3,0.873,2,66,99,26,36,6,0.945,2,82,116,21,44,9,1.046,2
2014-05-04T17,27,34,27,16,2,0.866,0,31,47,27,20,2,1.011,0,35,0,28,26,3,0.951,0,38,41,29,25,3,0.857,2,47,59,29,24,3,0.873,2,66,99,26,36,6,0.945,2
2014-05-04T18,35,37,25,29,2,0.942,0,27,34,27,16,2,0.866,0,31,47,27,20,2,1.011,0,35,0,28,26,3,0.951,0,38,41,29,25,3,0.857,2,47,59,29,24,3,0.873,2
2014-05-04T19,36,37,34,17,2,0.848,2,35,37,25,29,2,0.942,0,27,34,27,16,2,0.866,0,31,47,27,20,2,1.011,0,35,0,28,26,3,0.951,0,38,41,29,25,3,0.857,2
2014-05-04T20,35,39,29,12,2,0.817,0,36,37,34,17,2,0.848,2,35,37,25,29,2,0.942,0,27,34,27,16,2,0.866,0,31,47,27,20,2,1.011,0,35,0,28,26,3,0.951,0
2014-05-04T21,35,40,29,10,2,0.777,0,35,39,29,12,2,0.817,0,36,37,34,17,2,0.848,2,35,37,25,29,2,0.942,0,27,34,27,16,2,0.866,0,31,47,27,20,2,1.011,0
2014-05-04T22,36,41,27,10,2,0.776,2,35,40,29,10,2,0.777,0,35,39,29,12,2,0.817,0,36,37,34,17,2,0.848,2,35,37,25,29,2,0.942,0,27,34,27,16,2,0.866,0
2014-05-04T23,42,42,17,14,2,0.83,2,36,41,27,10,2,0.776,2,35,40,29,10,2,0.777,0,35,39,29,12,2,0.817,0,36,37,34,17,2,0.848,2,35,37,25,29,2,0.942,0
2014-05-05T00,54,0,15,23,2,0.879,2,42,42,17,14,2,0.83,2,36,41,27,10,2,0.776,2,35,40,29,10,2,0.777,0,35,39,29,12,2,0.817,0,36,37,34,17,2,0.848,2
2014-05-05T01,63,0,17,26,2,1.078,2,54,0,15,23,2,0.879,2,42,42,17,14,2,0.83,2,36,41,27,10,2,0.776,2,35,40,29,10,2,0.777,0,35,39,29,12,2,0.817,0
2014-05-05T02,72,0,13,28,2,1.141,2,63,0,17,26,2,1.078,2,54,0,15,23,2,0.879,2,42,42,17,14,2,0.83,2,36,41,27,10,2,0.776,2,35,40,29,10,2,0.777,0
2014-05-05T03,61,0,9,41,3,0.989,2,72,0,13,28,2,1.141,2,63,0,17,26,2,1.078,2,54,0,15,23,2,0.879,2,42,42,17,14,2,0.83,2,36,41,27,10,2,0.776,2
2014-05-05T04,39,40,10,27,3,0.843,2,61,0,9,41,3,0.989,2,72,0,13,28,2,1.141,2,63,0,17,26,2,1.078,2,54,0,15,23,2,0.879,2,42,42,17,14,2,0.83,2
2014-05-05T05,30,35,7,27,2,0.841,0,39,40,10,27,3,0.843,2,61,0,9,41,3,0.989,2,72,0,13,28,2,1.141,2,63,0,17,26,2,1.078,2,54,0,15,23,2,0.879,2
2014-05-05T06,38,60,4,38,2,1.827,3,30,35,7,27,2,0.841,0,39,40,10,27,3,0.843,2,61,0,9,41,3,0.989,2,72,0,13,28,2,1.141,2,63,0,17,26,2,1.078,2
2014-05-05T07,47,113,4,36,3,2.51,3,38,60,4,38,2,1.827,3,30,35,7,27,2,0.841,0,39,40,10,27,3,0.843,2,61,0,9,41,3,0.989,2,72,0,13,28,2,1.141,2
2014-05-05T08,34,58,8,28,3,1.437,3,47,113,4,36,3,2.51,3,38,60,4,38,2,1.827,3,30,35,7,27,2,0.841,0,39,40,10,27,3,0.843,2,61,0,9,41,3,0.989,2
2014-05-05T09,27,67,14,27,8,0.899,3,34,58,8,28,3,1.437,3,47,113,4,36,3,2.51,3,38,60,4,38,2,1.827,3,30,35,7,27,2,0.841,0,39,40,10,27,3,0.843,2
2014-05-05T10,27,85,28,26,14,0.808,3,27,67,14,27,8,0.899,3,34,58,8,28,3,1.437,3,47,113,4,36,3,2.51,3,38,60,4,38,2,1.827,3,30,35,7,27,2,0.841,0
2014-05-05T11,27,51,47,24,20,0.775,3,27,85,28,26,14,0.808,3,27,67,14,27,8,0.899,3,34,58,8,28,3,1.437,3,47,113,4,36,3,2.51,3,38,60,4,38,2,1.827,3
2014-05-05T12,28,65,65,17,17,0.708,3,27,51,47,24,20,0.775,3,27,85,28,26,14,0.808,3,27,67,14,27,8,0.899,3,34,58,8,28,3,1.437,3,47,113,4,36,3,2.51,3
2014-05-05T13,31,99,81,13,18,0.695,3,28,65,65,17,17,0.708,3,27,51,47,24,20,0.775,3,27,85,28,26,14,0.808,3,27,67,14,27,8,0.899,3,34,58,8,28,3,1.437,3
2014-05-05T14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,99,81,13,18,0.695,3,28,65,65,17,17,0.708,3,27,51,47,24,20,0.775,3,27,85,28,26,14,0.808,3,27,67,14,27,8,0.899,3
2014-05-05T15,36,76,93,14,16,0.727,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,99,81,13,18,0.695,3,28,65,65,17,17,0.708,3,27,51,47,24,20,0.775,3,27,85,28,26,14,0.808,3
2014-05-05T16,27,82,82,11,12,0.809,3,36,76,93,14,16,0.727,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,99,81,13,18,0.695,3,28,65,65,17,17,0.708,3,27,51,47,24,20,0.775,3
2014-05-05T17,25,97,79,11,11,0.751,3,27,82,82,11,12,0.809,3,36,76,93,14,16,0.727,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,99,81,13,18,0.695,3,28,65,65,17,17,0.708,3
2014-05-05T18,24,110,65,10,9,0.728,3,25,97,79,11,11,0.751,3,27,82,82,11,12,0.809,3,36,76,93,14,16,0.727,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,99,81,13,18,0.695,3
2014-05-05T19,26,75,56,15,7,0.758,3,24,110,65,10,9,0.728,3,25,97,79,11,11,0.751,3,27,82,82,11,12,0.809,3,36,76,93,14,16,0.727,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-05-05T20,30,60,47,18,9,0.79,3,26,75,56,15,7,0.758,3,24,110,65,10,9,0.728,3,25,97,79,11,11,0.751,3,27,82,82,11,12,0.809,3,36,76,93,14,16,0.727,3
2014-05-05T21,41,102,42,25,15,0.866,3,30,60,47,18,9,0.79,3,26,75,56,15,7,0.758,3,24,110,65,10,9,0.728,3,25,97,79,11,11,0.751,3,27,82,82,11,12,0.809,3
2014-05-05T22,45,97,39,25,18,0.82,3,41,102,42,25,15,0.866,3,30,60,47,18,9,0.79,3,26,75,56,15,7,0.758,3,24,110,65,10,9,0.728,3,25,97,79,11,11,0.751,3
2014-05-05T23,48,90,33,27,19,0.843,3,45,97,39,25,18,0.82,3,41,102,42,25,15,0.866,3,30,60,47,18,9,0.79,3,26,75,56,15,7,0.758,3,24,110,65,10,9,0.728,3
2014-05-06T00,56,90,24,37,26,0.862,2,48,90,33,27,19,0.843,3,45,97,39,25,18,0.82,3,41,102,42,25,15,0.866,3,30,60,47,18,9,0.79,3,26,75,56,15,7,0.758,3
2014-05-06T01,58,82,19,40,38,0.862,2,56,90,24,37,26,0.862,2,48,90,33,27,19,0.843,3,45,97,39,25,18,0.82,3,41,102,42,25,15,0.866,3,30,60,47,18,9,0.79,3
2014-05-06T02,56,76,17,38,53,0.842,2,58,82,19,40,38,0.862,2,56,90,24,37,26,0.862,2,48,90,33,27,19,0.843,3,45,97,39,25,18,0.82,3,41,102,42,25,15,0.866,3
2014-05-06T03,63,75,17,40,64,0.855,2,56,76,17,38,53,0.842,2,58,82,19,40,38,0.862,2,56,90,24,37,26,0.862,2,48,90,33,27,19,0.843,3,45,97,39,25,18,0.82,3
2014-05-06T04,58,93,16,43,63,0.811,2,63,75,17,40,64,0.855,2,56,76,17,38,53,0.842,2,58,82,19,40,38,0.862,2,56,90,24,37,26,0.862,2,48,90,33,27,19,0.843,3
2014-05-06T05,55,65,17,43,62,0.75,2,58,93,16,43,63,0.811,2,63,75,17,40,64,0.855,2,56,76,17,38,53,0.842,2,58,82,19,40,38,0.862,2,56,90,24,37,26,0.862,2
2014-05-06T06,54,85,16,43,56,0.78,2,55,65,17,43,62,0.75,2,58,93,16,43,63,0.811,2,63,75,17,40,64,0.855,2,56,76,17,38,53,0.842,2,58,82,19,40,38,0.862,2
2014-05-06T07,48,93,16,36,49,0.763,3,54,85,16,43,56,0.78,2,55,65,17,43,62,0.75,2,58,93,16,43,63,0.811,2,63,75,17,40,64,0.855,2,56,76,17,38,53,0.842,2
2014-05-06T08,52,68,21,43,64,0.856,2,48,93,16,36,49,0.763,3,54,85,16,43,56,0.78,2,55,65,17,43,62,0.75,2,58,93,16,43,63,0.811,2,63,75,17,40,64,0.855,2
2014-05-06T09,38,54,32,35,44,0.868,2,52,68,21,43,64,0.856,2,48,93,16,36,49,0.763,3,54,85,16,43,56,0.78,2,55,65,17,43,62,0.75,2,58,93,16,43,63,0.811,2
2014-05-06T10,37,0,52,33,31,0.848,2,38,54,32,35,44,0.868,2,52,68,21,43,64,0.856,2,48,93,16,36,49,0.763,3,54,85,16,43,56,0.78,2,55,65,17,43,62,0.75,2
2014-05-06T11,33,51,53,32,32,0.59,3,37,0,52,33,31,0.848,2,38,54,32,35,44,0.868,2,52,68,21,43,64,0.856,2,48,93,16,36,49,0.763,3,54,85,16,43,56,0.78,2
2014-05-06T12,27,58,112,21,34,0.379,3,33,51,53,32,32,0.59,3,37,0,52,33,31,0.848,2,38,54,32,35,44,0.868,2,52,68,21,43,64,0.856,2,48,93,16,36,49,0.763,3
2014-05-06T13,26,53,123,17,20,0.344,3,27,58,112,21,34,0.379,3,33,51,53,32,32,0.59,3,37,0,52,33,31,0.848,2,38,54,32,35,44,0.868,2,52,68,21,43,64,0.856,2
2014-05-06T14,16,35,138,7,8,0.269,0,26,53,123,17,20,0.344,3,27,58,112,21,34,0.379,3,33,51,53,32,32,0.59,3,37,0,52,33,31,0.848,2,38,54,32,35,44,0.868,2
2014-05-06T15,26,62,140,13,9,0.392,3,16,35,138,7,8,0.269,0,26,53,123,17,20,0.344,3,27,58,112,21,34,0.379,3,33,51,53,32,32,0.59,3,37,0,52,33,31,0.848,2
2014-05-06T16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26,62,140,13,9,0.392,3,16,35,138,7,8,0.269,0,26,53,123,17,20,0.344,3,27,58,112,21,34,0.379,3,33,51,53,32,32,0.59,3
2014-05-06T17,21,51,125,15,13,0.362,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26,62,140,13,9,0.392,3,16,35,138,7,8,0.269,0,26,53,123,17,20,0.344,3,27,58,112,21,34,0.379,3
2014-05-06T18,24,57,104,23,16,0.37,3,21,51,125,15,13,0.362,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26,62,140,13,9,0.392,3,16,35,138,7,8,0.269,0,26,53,123,17,20,0.344,3
2014-05-06T19,24,53,96,26,14,0.389,3,24,57,104,23,16,0.37,3,21,51,125,15,13,0.362,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26,62,140,13,9,0.392,3,16,35,138,7,8,0.269,0
2014-05-06T20,27,60,83,29,12,0.454,3,24,53,96,26,14,0.389,3,24,57,104,23,16,0.37,3,21,51,125,15,13,0.362,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26,62,140,13,9,0.392,3
2014-05-06T21,31,63,61,31,11,0.478,3,27,60,83,29,12,0.454,3,24,53,96,26,14,0.389,3,24,57,104,23,16,0.37,3,21,51,125,15,13,0.362,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-05-06T22,29,58,57,26,11,0.407,3,31,63,61,31,11,0.478,3,27,60,83,29,12,0.454,3,24,53,96,26,14,0.389,3,24,57,104,23,16,0.37,3,21,51,125,15,13,0.362,3
2014-05-06T23,20,30,59,17,8,0.329,0,29,58,57,26,11,0.407,3,31,63,61,31,11,0.478,3,27,60,83,29,12,0.454,3,24,53,96,26,14,0.389,3,24,57,104,23,16,0.37,3
2014-05-07T00,19,30,69,15,7,0.314,0,20,30,59,17,8,0.329,0,29,58,57,26,11,0.407,3,31,63,61,31,11,0.478,3,27,60,83,29,12,0.454,3,24,53,96,26,14,0.389,3
2014-05-07T01,20,38,58,15,6,0.318,0,19,30,69,15,7,0.314,0,20,30,59,17,8,0.329,0,29,58,57,26,11,0.407,3,31,63,61,31,11,0.478,3,27,60,83,29,12,0.454,3
2014-05-07T02,22,37,49,18,6,0.323,0,20,38,58,15,6,0.318,0,19,30,69,15,7,0.314,0,20,30,59,17,8,0.329,0,29,58,57,26,11,0.407,3,31,63,61,31,11,0.478,3
2014-05-07T03,25,41,41,21,6,0.322,0,22,37,49,18,6,0.323,0,20,38,58,15,6,0.318,0,19,30,69,15,7,0.314,0,20,30,59,17,8,0.329,0,29,58,57,26,11,0.407,3
2014-05-07T04,31,49,37,27,8,0.367,0,25,41,41,21,6,0.322,0,22,37,49,18,6,0.323,0,20,38,58,15,6,0.318,0,19,30,69,15,7,0.314,0,20,30,59,17,8,0.329,0
2014-05-07T05,30,43,42,21,9,0.373,0,31,49,37,27,8,0.367,0,25,41,41,21,6,0.322,0,22,37,49,18,6,0.323,0,20,38,58,15,6,0.318,0,19,30,69,15,7,0.314,0
2014-05-07T06,31,45,43,19,9,0.385,0,30,43,42,21,9,0.373,0,31,49,37,27,8,0.367,0,25,41,41,21,6,0.322,0,22,37,49,18,6,0.323,0,20,38,58,15,6,0.318,0
2014-05-07T07,37,52,30,22,9,0.449,2,31,45,43,19,9,0.385,0,30,43,42,21,9,0.373,0,31,49,37,27,8,0.367,0,25,41,41,21,6,0.322,0,22,37,49,18,6,0.323,0
2014-05-07T08,47,76,32,34,17,0.543,2,37,52,30,22,9,0.449,2,31,45,43,19,9,0.385,0,30,43,42,21,9,0.373,0,31,49,37,27,8,0.367,0,25,41,41,21,6,0.322,0
2014-05-07T09,41,73,64,34,19,0.625,3,47,76,32,34,17,0.543,2,37,52,30,22,9,0.449,2,31,45,43,19,9,0.385,0,30,43,42,21,9,0.373,0,31,49,37,27,8,0.367,0
2014-05-07T10,39,82,104,26,18,0.534,3,41,73,64,34,19,0.625,3,47,76,32,34,17,0.543,2,37,52,30,22,9,0.449,2,31,45,43,19,9,0.385,0,30,43,42,21,9,0.373,0
2014-05-07T11,41,85,133,18,18,0.504,3,39,82,104,26,18,0.534,3,41,73,64,34,19,0.625,3,47,76,32,34,17,0.543,2,37,52,30,22,9,0.449,2,31,45,43,19,9,0.385,0
2014-05-07T12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,85,133,18,18,0.504,3,39,82,104,26,18,0.534,3,41,73,64,34,19,0.625,3,47,76,32,34,17,0.543,2,37,52,30,22,9,0.449,2
2014-05-07T13,44,84,169,10,17,0.491,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,85,133,18,18,0.504,3,39,82,104,26,18,0.534,3,41,73,64,34,19,0.625,3,47,76,32,34,17,0.543,2
2014-05-07T14,43,90,179,10,15,0.481,4,44,84,169,10,17,0.491,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,85,133,18,18,0.504,3,39,82,104,26,18,0.534,3,41,73,64,34,19,0.625,3
2014-05-07T15,0,0,0,0,0,0,0,43,90,179,10,15,0.481,4,44,84,169,10,17,0.491,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,85,133,18,18,0.504,3,39,82,104,26,18,0.534,3
2014-05-07T16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,90,179,10,15,0.481,4,44,84,169,10,17,0.491,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,85,133,18,18,0.504,3
2014-05-07T17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,90,179,10,15,0.481,4,44,84,169,10,17,0.491,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-05-07T18,37,0,87,11,15,0.771,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,90,179,10,15,0.481,4,44,84,169,10,17,0.491,3
2014-05-07T19,37,102,120,11,7,0.367,3,37,0,87,11,15,0.771,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,90,179,10,15,0.481,4
2014-05-07T20,47,0,105,12,7,0.331,2,37,102,120,11,7,0.367,3,37,0,87,11,15,0.771,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-07T21,46,78,102,14,8,0.359,1,47,0,105,12,7,0.331,2,37,102,120,11,7,0.367,3,37,0,87,11,15,0.771,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-07T22,49,81,98,17,8,0.411,2,46,78,102,14,8,0.359,1,47,0,105,12,7,0.331,2,37,102,120,11,7,0.367,3,37,0,87,11,15,0.771,2,0,0,0,0,0,0,0
2014-05-07T23,50,73,103,12,7,0.394,2,49,81,98,17,8,0.411,2,46,78,102,14,8,0.359,1,47,0,105,12,7,0.331,2,37,102,120,11,7,0.367,3,37,0,87,11,15,0.771,2
2014-05-08T00,49,70,91,12,7,0.371,2,50,73,103,12,7,0.394,2,49,81,98,17,8,0.411,2,46,78,102,14,8,0.359,1,47,0,105,12,7,0.331,2,37,102,120,11,7,0.367,3
2014-05-08T01,45,64,74,13,5,0.367,2,49,70,91,12,7,0.371,2,50,73,103,12,7,0.394,2,49,81,98,17,8,0.411,2,46,78,102,14,8,0.359,1,47,0,105,12,7,0.331,2
2014-05-08T02,49,66,72,18,6,0.423,2,45,64,74,13,5,0.367,2,49,70,91,12,7,0.371,2,50,73,103,12,7,0.394,2,49,81,98,17,8,0.411,2,46,78,102,14,8,0.359,1
2014-05-08T03,51,71,75,14,5,0.399,2,49,66,72,18,6,0.423,2,45,64,74,13,5,0.367,2,49,70,91,12,7,0.371,2,50,73,103,12,7,0.394,2,49,81,98,17,8,0.411,2
2014-05-08T04,50,64,72,11,5,0.365,2,51,71,75,14,5,0.399,2,49,66,72,18,6,0.423,2,45,64,74,13,5,0.367,2,49,70,91,12,7,0.371,2,50,73,103,12,7,0.394,2
2014-05-08T05,50,64,73,12,5,0.361,2,50,64,72,11,5,0.365,2,51,71,75,14,5,0.399,2,49,66,72,18,6,0.423,2,45,64,74,13,5,0.367,2,49,70,91,12,7,0.371,2
2014-05-08T06,56,69,65,15,4,0.383,2,50,64,73,12,5,0.361,2,50,64,72,11,5,0.365,2,51,71,75,14,5,0.399,2,49,66,72,18,6,0.423,2,45,64,74,13,5,0.367,2
2014-05-08T07,62,81,41,15,5,0.441,2,56,69,65,15,4,0.383,2,50,64,73,12,5,0.361,2,50,64,72,11,5,0.365,2,51,71,75,14,5,0.399,2,49,66,72,18,6,0.423,2
2014-05-08T08,76,125,32,45,11,0.677,2,62,81,41,15,5,0.441,2,56,69,65,15,4,0.383,2,50,64,73,12,5,0.361,2,50,64,72,11,5,0.365,2,51,71,75,14,5,0.399,2
2014-05-08T09,71,127,54,46,14,0.884,2,76,125,32,45,11,0.677,2,62,81,41,15,5,0.441,2,56,69,65,15,4,0.383,2,50,64,73,12,5,0.361,2,50,64,72,11,5,0.365,2
2014-05-08T10,54,104,87,33,14,0.612,3,71,127,54,46,14,0.884,2,76,125,32,45,11,0.677,2,62,81,41,15,5,0.441,2,56,69,65,15,4,0.383,2,50,64,73,12,5,0.361,2
