KB,pm2_5-0,pm10-0,o3-0,no2-0,so2-0,co-0,primary_pollutant_code-0,pm2_5-1,pm10-1,o3-1,no2-1,so2-1,co-1,primary_pollutant_code-1,pm2_5-2,pm10-2,o3-2,no2-2,so2-2,co-2,primary_pollutant_code-2,pm2_5-3,pm10-3,o3-3,no2-3,so2-3,co-3,primary_pollutant_code-3,pm2_5-4,pm10-4,o3-4,no2-4,so2-4,co-4,primary_pollutant_code-4,pm2_5-5,pm10-5,o3-5,no2-5,so2-5,co-5,primary_pollutant_code-5
2013-12-10T15,11,62,58,10,2,0.3,3,9,84,53,13,3,0.4,3,16,93,50,13,6,0.4,0,18,80,46,14,10,0.4,0,0,103,21,39,39,1.6,0,0,0,6,64,64,4.0,0
2013-12-10T16,4,39,58,8,2,0.3,3,11,62,58,10,2,0.3,3,9,84,53,13,3,0.4,3,16,93,50,13,6,0.4,0,18,80,46,14,10,0.4,0,0,103,21,39,39,1.6,0
2013-12-10T17,7,42,56,8,2,0.3,3,4,39,58,8,2,0.3,3,11,62,58,10,2,0.3,3,9,84,53,13,3,0.4,3,16,93,50,13,6,0.4,0,18,80,46,14,10,0.4,0
2013-12-10T18,10,32,52,9,2,0.3,3,7,42,56,8,2,0.3,3,4,39,58,8,2,0.3,3,11,62,58,10,2,0.3,3,9,84,53,13,3,0.4,3,16,93,50,13,6,0.4,0
2013-12-10T19,5,26,45,12,12,0.4,3,10,32,52,9,2,0.3,3,7,42,56,8,2,0.3,3,4,39,58,8,2,0.3,3,11,62,58,10,2,0.3,3,9,84,53,13,3,0.4,3
2013-12-10T20,9,14,50,8,2,0.3,3,5,26,45,12,12,0.4,3,10,32,52,9,2,0.3,3,7,42,56,8,2,0.3,3,4,39,58,8,2,0.3,3,11,62,58,10,2,0.3,3
2013-12-10T21,9,16,40,14,5,0.4,3,9,14,50,8,2,0.3,3,5,26,45,12,12,0.4,3,10,32,52,9,2,0.3,3,7,42,56,8,2,0.3,3,4,39,58,8,2,0.3,3
2013-12-10T22,15,23,27,25,9,0.4,3,9,16,40,14,5,0.4,3,9,14,50,8,2,0.3,3,5,26,45,12,12,0.4,3,10,32,52,9,2,0.3,3,7,42,56,8,2,0.3,3
2013-12-10T23,12,20,32,20,7,0.3,3,15,23,27,25,9,0.4,3,9,16,40,14,5,0.4,3,9,14,50,8,2,0.3,3,5,26,45,12,12,0.4,3,10,32,52,9,2,0.3,3
2013-12-11T00,13,15,26,25,8,0.5,3,12,20,32,20,7,0.3,3,15,23,27,25,9,0.4,3,9,16,40,14,5,0.4,3,9,14,50,8,2,0.3,3,5,26,45,12,12,0.4,3
2013-12-11T01,10,0,31,22,8,0.5,0,13,15,26,25,8,0.5,3,12,20,32,20,7,0.3,3,15,23,27,25,9,0.4,3,9,16,40,14,5,0.4,3,9,14,50,8,2,0.3,3
2013-12-11T02,12,0,25,26,7,0.5,0,10,0,31,22,8,0.5,0,13,15,26,25,8,0.5,3,12,20,32,20,7,0.3,3,15,23,27,25,9,0.4,3,9,16,40,14,5,0.4,3
2013-12-11T03,10,0,31,21,9,0.4,0,12,0,25,26,7,0.5,0,10,0,31,22,8,0.5,0,13,15,26,25,8,0.5,3,12,20,32,20,7,0.3,3,15,23,27,25,9,0.4,3
2013-12-11T04,8,12,39,15,17,0.4,0,10,0,31,21,9,0.4,0,12,0,25,26,7,0.5,0,10,0,31,22,8,0.5,0,13,15,26,25,8,0.5,3,12,20,32,20,7,0.3,3
2013-12-11T05,5,7,44,10,12,0.3,0,8,12,39,15,17,0.4,0,10,0,31,21,9,0.4,0,12,0,25,26,7,0.5,0,10,0,31,22,8,0.5,0,13,15,26,25,8,0.5,3
2013-12-11T06,9,12,28,21,20,0.4,0,5,7,44,10,12,0.3,0,8,12,39,15,17,0.4,0,10,0,31,21,9,0.4,0,12,0,25,26,7,0.5,0,10,0,31,22,8,0.5,0
2013-12-11T07,7,11,16,31,22,0.5,0,9,12,28,21,20,0.4,0,5,7,44,10,12,0.3,0,8,12,39,15,17,0.4,0,10,0,31,21,9,0.4,0,12,0,25,26,7,0.5,0
2013-12-11T08,21,23,7,43,27,0.8,0,7,11,16,31,22,0.5,0,9,12,28,21,20,0.4,0,5,7,44,10,12,0.3,0,8,12,39,15,17,0.4,0,10,0,31,21,9,0.4,0
2013-12-11T09,20,29,11,41,32,0.7,0,21,23,7,43,27,0.8,0,7,11,16,31,22,0.5,0,9,12,28,21,20,0.4,0,5,7,44,10,12,0.3,0,8,12,39,15,17,0.4,0
2013-12-11T10,36,49,18,38,33,0.9,0,20,29,11,41,32,0.7,0,21,23,7,43,27,0.8,0,7,11,16,31,22,0.5,0,9,12,28,21,20,0.4,0,5,7,44,10,12,0.3,0
2013-12-11T11,20,27,41,21,20,0.5,0,36,49,18,38,33,0.9,0,20,29,11,41,32,0.7,0,21,23,7,43,27,0.8,0,7,11,16,31,22,0.5,0,9,12,28,21,20,0.4,0
2013-12-11T12,10,80,53,13,15,0.4,0,20,27,41,21,20,0.5,0,36,49,18,38,33,0.9,0,20,29,11,41,32,0.7,0,21,23,7,43,27,0.8,0,7,11,16,31,22,0.5,0
2013-12-11T13,10,43,54,14,14,0.4,0,10,80,53,13,15,0.4,0,20,27,41,21,20,0.5,0,36,49,18,38,33,0.9,0,20,29,11,41,32,0.7,0,21,23,7,43,27,0.8,0
2013-12-11T14,10,33,58,12,11,0.4,0,10,43,54,14,14,0.4,0,10,80,53,13,15,0.4,0,20,27,41,21,20,0.5,0,36,49,18,38,33,0.9,0,20,29,11,41,32,0.7,0
2013-12-11T15,13,36,57,13,12,0.4,0,10,33,58,12,11,0.4,0,10,43,54,14,14,0.4,0,10,80,53,13,15,0.4,0,20,27,41,21,20,0.5,0,36,49,18,38,33,0.9,0
2013-12-11T16,8,27,56,13,6,0.4,0,13,36,57,13,12,0.4,0,10,33,58,12,11,0.4,0,10,43,54,14,14,0.4,0,10,80,53,13,15,0.4,0,20,27,41,21,20,0.5,0
2013-12-11T17,8,16,58,14,4,0.4,0,8,27,56,13,6,0.4,0,13,36,57,13,12,0.4,0,10,33,58,12,11,0.4,0,10,43,54,14,14,0.4,0,10,80,53,13,15,0.4,0
2013-12-11T18,9,16,44,24,8,0.6,0,8,16,58,14,4,0.4,0,8,27,56,13,6,0.4,0,13,36,57,13,12,0.4,0,10,33,58,12,11,0.4,0,10,43,54,14,14,0.4,0
2013-12-11T19,18,19,32,30,11,0.7,0,9,16,44,24,8,0.6,0,8,16,58,14,4,0.4,0,8,27,56,13,6,0.4,0,13,36,57,13,12,0.4,0,10,33,58,12,11,0.4,0
2013-12-11T20,27,33,15,42,19,0.8,0,18,19,32,30,11,0.7,0,9,16,44,24,8,0.6,0,8,16,58,14,4,0.4,0,8,27,56,13,6,0.4,0,13,36,57,13,12,0.4,0
2013-12-11T21,41,46,8,46,23,1.1,0,27,33,15,42,19,0.8,0,18,19,32,30,11,0.7,0,9,16,44,24,8,0.6,0,8,16,58,14,4,0.4,0,8,27,56,13,6,0.4,0
2013-12-11T22,35,0,17,35,18,0.8,0,41,46,8,46,23,1.1,0,27,33,15,42,19,0.8,0,18,19,32,30,11,0.7,0,9,16,44,24,8,0.6,0,8,16,58,14,4,0.4,0
2013-12-11T23,41,0,3,51,35,1.3,0,35,0,17,35,18,0.8,0,41,46,8,46,23,1.1,0,27,33,15,42,19,0.8,0,18,19,32,30,11,0.7,0,9,16,44,24,8,0.6,0
2013-12-12T00,54,0,4,55,39,1.9,0,41,0,3,51,35,1.3,0,35,0,17,35,18,0.8,0,41,46,8,46,23,1.1,0,27,33,15,42,19,0.8,0,18,19,32,30,11,0.7,0
2013-12-12T01,67,69,5,52,37,2.5,0,54,0,4,55,39,1.9,0,41,0,3,51,35,1.3,0,35,0,17,35,18,0.8,0,41,46,8,46,23,1.1,0,27,33,15,42,19,0.8,0
2013-12-12T02,48,0,5,44,24,1.5,0,67,69,5,52,37,2.5,0,54,0,4,55,39,1.9,0,41,0,3,51,35,1.3,0,35,0,17,35,18,0.8,0,41,46,8,46,23,1.1,0
2013-12-12T03,28,31,14,30,18,0.9,0,48,0,5,44,24,1.5,0,67,69,5,52,37,2.5,0,54,0,4,55,39,1.9,0,41,0,3,51,35,1.3,0,35,0,17,35,18,0.8,0
2013-12-12T04,25,0,14,0,15,1.0,0,28,31,14,30,18,0.9,0,48,0,5,44,24,1.5,0,67,69,5,52,37,2.5,0,54,0,4,55,39,1.9,0,41,0,3,51,35,1.3,0
2013-12-12T05,6,26,41,20,17,0.4,0,25,0,14,0,15,1.0,0,28,31,14,30,18,0.9,0,48,0,5,44,24,1.5,0,67,69,5,52,37,2.5,0,54,0,4,55,39,1.9,0
2013-12-12T06,6,7,59,8,12,0.3,0,6,26,41,20,17,0.4,0,25,0,14,0,15,1.0,0,28,31,14,30,18,0.9,0,48,0,5,44,24,1.5,0,67,69,5,52,37,2.5,0
2013-12-12T07,3,6,51,16,19,0.3,0,6,7,59,8,12,0.3,0,6,26,41,20,17,0.4,0,25,0,14,0,15,1.0,0,28,31,14,30,18,0.9,0,48,0,5,44,24,1.5,0
2013-12-12T08,3,6,50,18,31,0.5,0,3,6,51,16,19,0.3,0,6,7,59,8,12,0.3,0,6,26,41,20,17,0.4,0,25,0,14,0,15,1.0,0,28,31,14,30,18,0.9,0
2013-12-12T09,6,9,46,20,16,0.5,0,3,6,50,18,31,0.5,0,3,6,51,16,19,0.3,0,6,7,59,8,12,0.3,0,6,26,41,20,17,0.4,0,25,0,14,0,15,1.0,0
2013-12-12T10,5,15,59,8,12,0.3,0,6,9,46,20,16,0.5,0,3,6,50,18,31,0.5,0,3,6,51,16,19,0.3,0,6,7,59,8,12,0.3,0,6,26,41,20,17,0.4,0
2013-12-12T11,7,10,61,6,7,0.3,0,5,15,59,8,12,0.3,0,6,9,46,20,16,0.5,0,3,6,50,18,31,0.5,0,3,6,51,16,19,0.3,0,6,7,59,8,12,0.3,0
2013-12-12T12,3,6,56,8,16,0.3,0,7,10,61,6,7,0.3,0,5,15,59,8,12,0.3,0,6,9,46,20,16,0.5,0,3,6,50,18,31,0.5,0,3,6,51,16,19,0.3,0
2013-12-12T13,3,6,57,7,13,0.4,0,3,6,56,8,16,0.3,0,7,10,61,6,7,0.3,0,5,15,59,8,12,0.3,0,6,9,46,20,16,0.5,0,3,6,50,18,31,0.5,0
2013-12-12T14,7,12,58,7,7,0.3,0,3,6,57,7,13,0.4,0,3,6,56,8,16,0.3,0,7,10,61,6,7,0.3,0,5,15,59,8,12,0.3,0,6,9,46,20,16,0.5,0
2013-12-12T15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,12,58,7,7,0.3,0,3,6,57,7,13,0.4,0,3,6,56,8,16,0.3,0,7,10,61,6,7,0.3,0,5,15,59,8,12,0.3,0
2013-12-12T16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,12,58,7,7,0.3,0,3,6,57,7,13,0.4,0,3,6,56,8,16,0.3,0,7,10,61,6,7,0.3,0
2013-12-12T17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,12,58,7,7,0.3,0,3,6,57,7,13,0.4,0,3,6,56,8,16,0.3,0
2013-12-12T18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,12,58,7,7,0.3,0,3,6,57,7,13,0.4,0
2013-12-12T19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,12,58,7,7,0.3,0
2013-12-12T20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-12T21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-12T22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-12T23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-13T00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-13T01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-13T02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-13T03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-13T04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-13T05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-13T06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-13T07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-13T08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
